1,0
298,6, 64%, 99%, 100%, 100%, 100%, 100%
299,6, 48%, 99%, 100%, 100%, 100%, 100%
300,6, 63%, 99%, 100%, 100%, 100%, 100%
301,6, 88%, 99%, 100%, 100%, 100%, 100%
302,6, 91%, 99%, 100%, 100%, 100%, 100%
303,6, 92%, 99%, 100%, 100%, 100%, 100%
304,6, 87%, 99%, 100%, 100%, 100%, 100%
305,6, 96%, 99%, 100%, 100%, 100%, 100%
306,6, 94%, 99%, 100%, 100%, 100%, 100%
307,6, 98%, 99%, 100%, 100%, 100%, 100%
308,6, 98%, 99%, 100%, 100%, 100%, 100%
309,6, 99%, 99%, 100%, 100%, 100%, 100%
310,6, 99%, 99%, 100%, 100%, 100%, 100%
311,6, 99%, 99%, 100%, 100%, 100%, 100%
312,6, 99%, 99%, 100%, 100%, 100%, 100%
313,6, 99%, 99%, 100%, 100%, 100%, 100%
314,6, 98%, 99%, 100%, 100%, 100%, 100%
315,6, 97%, 98%, 100%, 100%, 100%, 100%
316,6, 92%, 98%, 100%, 100%, 100%, 100%
317,6, 80%, 96%, 100%, 100%, 100%, 100%
318,6, 88%, 98%, 100%, 100%, 100%, 100%
319,6, 94%, 96%, 100%, 100%, 100%, 100%
320,6, 94%, 99%, 100%, 100%, 100%, 100%
321,6, 97%, 99%, 100%, 100%, 100%, 100%
322,6, 96%, 99%, 100%, 100%, 100%, 100%
323,6, 97%, 99%, 100%, 100%, 100%, 100%
324,6, 98%, 99%, 100%, 100%, 100%, 100%
325,6, 98%, 99%, 100%, 100%, 100%, 100%
326,6, 98%, 99%, 100%, 100%, 100%, 100%
327,6, 97%, 99%, 100%, 100%, 100%, 100%
328,6, 98%, 99%, 100%, 100%, 100%, 100%
329,6, 98%, 99%, 100%, 100%, 100%, 100%
330,6, 99%, 99%, 100%, 100%, 100%, 100%
331,6, 99%, 99%, 100%, 100%, 100%, 100%
332,6, 98%, 99%, 100%, 100%, 100%, 100%
333,6, 98%, 100%, 100%, 100%, 100%, 100%
334,6, 99%, 100%, 100%, 100%, 100%, 100%
335,6, 99%, 99%, 100%, 100%, 100%, 100%
336,6, 99%, 99%, 100%, 100%, 100%, 100%
337,6, 99%, 99%, 100%, 100%, 100%, 100%
338,6, 99%, 99%, 100%, 100%, 100%, 100%
339,6, 99%, 99%, 100%, 100%, 100%, 100%
340,6, 98%, 99%, 100%, 100%, 100%, 100%
341,6, 99%, 99%, 100%, 100%, 100%, 100%
342,6, 99%, 99%, 100%, 100%, 100%, 100%
343,6, 99%, 99%, 100%, 100%, 100%, 100%
344,6, 99%, 99%, 100%, 100%, 100%, 100%
345,6, 99%, 99%, 100%, 100%, 100%, 100%
346,6, 99%, 99%, 100%, 100%, 100%, 100%
347,6, 99%, 99%, 100%, 100%, 100%, 100%
348,6, 99%, 99%, 100%, 100%, 100%, 100%
349,6, 99%, 99%, 100%, 100%, 100%, 100%
350,6, 98%, 99%, 100%, 100%, 100%, 100%
351,6, 99%, 99%, 100%, 100%, 100%, 100%
352,6, 99%, 99%, 100%, 100%, 100%, 100%
353,6, 99%, 99%, 100%, 100%, 100%, 100%
354,6, 99%, 99%, 100%, 100%, 100%, 100%
355,6, 99%, 99%, 100%, 100%, 100%, 100%
356,6, 99%, 99%, 100%, 100%, 100%, 100%
357,6, 99%, 99%, 100%, 100%, 100%, 100%
358,6, 99%, 99%, 100%, 100%, 100%, 100%
359,6, 99%, 99%, 100%, 100%, 100%, 100%
360,6, 99%, 99%, 100%, 100%, 100%, 100%
361,6, 99%, 99%, 100%, 100%, 100%, 100%
362,6, 99%, 99%, 100%, 100%, 100%, 100%
363,6, 99%, 99%, 100%, 100%, 100%, 100%
364,6, 99%, 99%, 100%, 100%, 100%, 100%
365,6, 99%, 99%, 100%, 100%, 100%, 100%
366,6, 99%, 99%, 100%, 100%, 100%, 100%
367,6, 97%, 99%, 100%, 100%, 100%, 100%
368,6, 98%, 99%, 100%, 100%, 100%, 100%
369,6, 98%, 99%, 100%, 100%, 100%, 100%
370,6, 96%, 99%, 100%, 100%, 100%, 100%
371,6, 96%, 99%, 100%, 100%, 100%, 100%
372,6, 97%, 99%, 100%, 100%, 100%, 100%
373,6, 97%, 99%, 100%, 100%, 100%, 100%
374,6, 97%, 99%, 100%, 100%, 100%, 100%
375,6, 96%, 99%, 100%, 100%, 100%, 100%
376,6, 97%, 99%, 100%, 100%, 100%, 100%
377,6, 96%, 99%, 100%, 100%, 100%, 100%
378,6, 95%, 99%, 100%, 100%, 100%, 100%
379,6, 97%, 99%, 100%, 100%, 100%, 100%
380,6, 97%, 99%, 100%, 100%, 100%, 100%
381,6, 97%, 99%, 100%, 100%, 100%, 100%
382,6, 98%, 99%, 100%, 100%, 100%, 100%
383,6, 97%, 99%, 100%, 100%, 100%, 100%
384,6, 95%, 99%, 100%, 100%, 100%, 100%
385,6, 92%, 99%, 100%, 100%, 100%, 100%
386,6, 93%, 99%, 100%, 100%, 100%, 100%
387,6, 78%, 99%, 100%, 100%, 100%, 100%
388,6, 69%, 99%, 100%, 100%, 100%, 100%
389,6, 69%, 99%, 100%, 100%, 100%, 100%
390,6, 79%, 99%, 100%, 100%, 100%, 100%
391,6, 77%, 99%, 100%, 100%, 100%, 100%
392,6, 80%, 99%, 100%, 100%, 100%, 100%
393,6, 74%, 99%, 100%, 100%, 100%, 100%
394,6, 70%, 99%, 100%, 100%, 100%, 100%
395,6, 72%, 99%, 100%, 100%, 100%, 100%
396,6, 82%, 99%, 100%, 100%, 100%, 100%
397,6, 83%, 99%, 100%, 100%, 100%, 100%
398,6, 79%, 99%, 100%, 100%, 100%, 100%
399,6, 72%, 99%, 100%, 100%, 100%, 100%
400,6, 74%, 99%, 100%, 100%, 100%, 100%
401,6, 70%, 99%, 100%, 100%, 100%, 100%
402,6, 84%, 99%, 100%, 100%, 100%, 100%
403,6, 87%, 99%, 100%, 100%, 100%, 100%
404,6, 91%, 100%, 100%, 100%, 100%, 100%
405,6, 91%, 99%, 100%, 100%, 100%, 100%
406,6, 94%, 99%, 100%, 100%, 100%, 100%
407,6, 94%, 100%, 100%, 100%, 100%, 100%
408,6, 91%, 100%, 100%, 100%, 100%, 100%
409,6, 94%, 99%, 100%, 100%, 100%, 100%
410,6, 93%, 100%, 100%, 100%, 100%, 100%
411,6, 93%, 100%, 100%, 100%, 100%, 100%
412,6, 96%, 99%, 100%, 100%, 100%, 100%
413,6, 94%, 99%, 100%, 100%, 100%, 100%
414,6, 97%, 99%, 100%, 100%, 100%, 100%
415,6, 98%, 99%, 100%, 100%, 100%, 100%
416,6, 98%, 99%, 100%, 100%, 100%, 100%
417,6, 99%, 99%, 100%, 100%, 100%, 100%
418,6, 99%, 99%, 100%, 100%, 100%, 100%
419,6, 99%, 99%, 100%, 100%, 100%, 100%
420,6, 99%, 99%, 100%, 100%, 100%, 100%
421,6, 99%, 100%, 100%, 100%, 100%, 100%
422,6, 99%, 99%, 100%, 100%, 100%, 100%
423,6, 99%, 100%, 100%, 100%, 100%, 100%
424,6, 99%, 100%, 100%, 100%, 100%, 100%
425,6, 99%, 99%, 100%, 100%, 100%, 100%
426,6, 99%, 99%, 100%, 100%, 100%, 100%
427,6, 99%, 99%, 100%, 100%, 100%, 100%
428,6, 99%, 100%, 100%, 100%, 100%, 100%
429,6, 99%, 100%, 100%, 100%, 100%, 100%
430,6, 99%, 100%, 100%, 100%, 100%, 100%
431,6, 99%, 99%, 100%, 100%, 100%, 100%
432,6, 99%, 99%, 100%, 100%, 100%, 100%
433,6, 99%, 99%, 100%, 100%, 100%, 100%
434,6, 99%, 100%, 100%, 100%, 100%, 100%
435,6, 99%, 99%, 100%, 100%, 100%, 100%
436,6, 99%, 99%, 100%, 100%, 100%, 100%
437,6, 99%, 99%, 100%, 100%, 100%, 100%
438,6, 99%, 100%, 100%, 100%, 100%, 100%
439,6, 99%, 99%, 100%, 100%, 100%, 100%
440,6, 99%, 99%, 100%, 100%, 100%, 100%
441,6, 99%, 99%, 100%, 100%, 100%, 100%
442,6, 99%, 99%, 100%, 100%, 100%, 100%
443,6, 99%, 99%, 100%, 100%, 100%, 100%
444,6, 99%, 99%, 100%, 100%, 100%, 100%
445,6, 99%, 99%, 100%, 100%, 100%, 100%
446,6, 99%, 99%, 100%, 100%, 100%, 100%
447,6, 99%, 99%, 100%, 100%, 100%, 100%
448,6, 99%, 99%, 100%, 100%, 100%, 100%
449,6, 99%, 99%, 100%, 100%, 100%, 100%
450,6, 99%, 99%, 100%, 100%, 100%, 100%
451,6, 99%, 99%, 100%, 100%, 100%, 100%
452,6, 99%, 99%, 100%, 100%, 100%, 100%
453,6, 99%, 99%, 100%, 100%, 100%, 100%
454,6, 99%, 99%, 100%, 100%, 100%, 100%
455,6, 99%, 100%, 100%, 100%, 100%, 100%
456,6, 99%, 100%, 100%, 100%, 100%, 100%
457,6, 99%, 100%, 100%, 100%, 100%, 100%
458,6, 99%, 100%, 100%, 100%, 100%, 100%
459,6, 99%, 100%, 100%, 100%, 100%, 100%
460,6, 99%, 100%, 100%, 100%, 100%, 100%
461,6, 99%, 100%, 100%, 100%, 100%, 100%
462,6, 99%, 100%, 100%, 100%, 100%, 100%
463,6, 99%, 100%, 100%, 100%, 100%, 100%
464,6, 99%, 100%, 100%, 100%, 100%, 100%
465,6, 99%, 100%, 100%, 100%, 100%, 100%
466,6, 99%, 100%, 100%, 100%, 100%, 100%
467,6, 99%, 100%, 100%, 100%, 100%, 100%
468,6, 100%, 100%, 100%, 100%, 100%, 100%
469,6, 99%, 100%, 100%, 100%, 100%, 100%
470,6, 99%, 100%, 100%, 100%, 100%, 100%
471,6, 99%, 100%, 100%, 100%, 100%, 100%
472,6, 99%, 100%, 100%, 100%, 100%, 100%
473,6, 99%, 100%, 100%, 100%, 100%, 100%
474,6, 99%, 100%, 100%, 100%, 100%, 100%
475,6, 100%, 100%, 100%, 100%, 100%, 100%
476,6, 99%, 100%, 100%, 100%, 100%, 100%
477,6, 99%, 100%, 100%, 100%, 100%, 100%
478,6, 100%, 100%, 100%, 100%, 100%, 100%
479,6, 99%, 100%, 100%, 100%, 100%, 100%
480,6, 99%, 100%, 100%, 100%, 100%, 100%
481,6, 99%, 100%, 100%, 100%, 100%, 100%
482,6, 99%, 100%, 100%, 100%, 100%, 100%
483,6, 99%, 100%, 100%, 100%, 100%, 100%
484,6, 99%, 100%, 100%, 100%, 100%, 100%
485,6, 99%, 100%, 100%, 100%, 100%, 100%
486,6, 99%, 100%, 100%, 100%, 100%, 100%
487,6, 99%, 100%, 100%, 100%, 100%, 100%
488,6, 100%, 100%, 100%, 100%, 100%, 100%
489,6, 99%, 100%, 100%, 100%, 100%, 100%
490,6, 99%, 100%, 100%, 100%, 100%, 100%
491,6, 99%, 100%, 100%, 100%, 100%, 100%
492,6, 99%, 100%, 100%, 100%, 100%, 100%
493,6, 99%, 100%, 100%, 100%, 100%, 100%
494,6, 99%, 100%, 100%, 100%, 100%, 100%
495,6, 100%, 100%, 100%, 100%, 100%, 100%
496,6, 99%, 100%, 100%, 100%, 100%, 100%
497,6, 99%, 100%, 100%, 100%, 100%, 100%
498,6, 99%, 100%, 100%, 100%, 100%, 100%
499,6, 99%, 99%, 100%, 100%, 100%, 100%
500,6, 99%, 99%, 100%, 100%, 100%, 100%
501,6, 98%, 99%, 100%, 100%, 100%, 100%
